feature,mean_abs_shap
mutations__mut::damaging::INPPL1 (3636),0.0
mutations__mut::damaging::NRAS (4893),0.0
mutations__mut::damaging::RAB40A (142684),0.0
mutations__mut::damaging::MET (4233),0.0
mutations__mut::damaging::CFAP54 (144535),0.0
mutations__mut::damaging::TRIOBP (11078),0.0
mutations__mut::damaging::FAT3 (120114),0.0
mutations__mut::damaging::JAKMIP3 (282973),0.0
mutations__mut::damaging::KMT2B (9757),0.0
mutations__mut::damaging::WDTC1 (23038),0.0
mutations__mut::damaging::VWF (7450),0.0
mutations__mut::damaging::USP26 (83844),0.0
mutations__mut::damaging::RPL22 (6146),0.0
mutations__mut::damaging::ESRP1 (54845),0.0
mutations__mut::damaging::COL11A1 (1301),0.0
mutations__mut::damaging::CCDC73 (493860),0.0
mutations__mut::damaging::MBD6 (114785),0.0
mutations__mut::damaging::DNAH5 (1767),0.0
mutations__mut::damaging::BAHCC1 (57597),0.0
mutations__mut::damaging::TNRC18 (84629),0.0
mutations__mut::damaging::LRRK2 (120892),0.0
mutations__mut::damaging::DNAH9 (1770),0.0
mutations__mut::damaging::SHB (6461),0.0
mutations__mut::damaging::SUPT20H (55578),0.0
mutations__mut::damaging::BRSK1 (84446),0.0
mutations__mut::damaging::MED12 (9968),0.0
mutations__mut::damaging::RYR2 (6262),0.0
mutations__mut::damaging::DNAH2 (146754),0.0
mutations__mut::damaging::HLA-A (3105),0.0
mutations__mut::damaging::CCDC168 (643677),0.0
mutations__mut::damaging::APOB (338),0.0
mutations__mut::damaging::NRK (203447),0.0
mutations__mut::damaging::CSMD3 (114788),0.0
mutations__mut::damaging::TFE3 (7030),0.0
mutations__mut::damaging::CFAP65 (255101),0.0
mutations__mut::damaging::LINC02138 (400558),0.0
mutations__mut::damaging::CDH1 (999),0.0
mutations__mut::damaging::MGA (23269),0.0
mutations__mut::damaging::DMD (1756),0.0
mutations__mut::damaging::LRRIQ1 (84125),0.0
mutations__mut::damaging::SLITRK2 (84631),0.0
mutations__mut::damaging::ELOA (6924),0.0
mutations__mut::damaging::FBXW7 (55294),0.0
mutations__mut::damaging::CSMD1 (64478),0.0
mutations__mut::damaging::NOTCH3 (4854),0.0
mutations__mut::damaging::CCDST (112268240),0.0
mutations__mut::damaging::LMTK3 (114783),0.0
mutations__mut::damaging::DOCK3 (1795),0.0
mutations__mut::damaging::FAT1 (2195),0.0
mutations__mut::damaging::AKAP9 (10142),0.0
mutations__mut::damaging::AMER1 (139285),0.0
mutations__mut::damaging::MAP3K4 (4216),0.0
mutations__mut::damaging::SPANXN4 (441525),0.0
mutations__mut::damaging::ZNF292 (23036),0.0
mutations__mut::damaging::DST (667),0.0
mutations__mut::hotspot::STK11 (6794),0.0
copy_number__cn::METTL1 (4234),0.0
copy_number__cn::SOX4 (6659),0.0
copy_number__cn::EEF1AKMT3 (25895),0.0
copy_number__cn::RSF1 (51773),0.0
copy_number__cn::NFIB (4781),0.0
copy_number__cn::DNAI7 (55259),0.0
copy_number__cn::NDUFC2-KCTD14 (100532726),0.0
copy_number__cn::UPK3B (105375355),0.0
copy_number__cn::CYP27B1 (1594),0.0
copy_number__cn::IFNA6 (3443),0.0
copy_number__cn::HEATR4 (399671),0.0
copy_number__cn::MDM2 (4193),0.0
copy_number__cn::KCTD14 (65987),0.0
copy_number__cn::IFNA2 (3440),0.0
mutations__mut::damaging::VHL (7428),0.0
copy_number__cn::TRIB1 (10221),0.0
expression__expr::KRT19 (3880),0.0
copy_number__cn::TMEM123 (114908),0.0
copy_number__cn::BHLHE41 (79365),0.0
copy_number__cn::INTS13 (55726),0.0
copy_number__cn::NDUFC2 (4718),0.0
copy_number__cn::KLHL9 (55958),0.0
copy_number__cn::LMNTD1 (160492),0.0
copy_number__cn::TPCN2 (219931),0.0
copy_number__cn::IFNA8 (3445),0.0
copy_number__cn::MMP20 (9313),0.0
copy_number__cn::BCAT1 (586),0.0
copy_number__cn::BIRC3 (330),0.0
copy_number__cn::OR4K5 (79317),0.0
copy_number__cn::PDHX (8050),0.0
lineage__meta::lineage_thyroid,0.0
lineage__meta::lineage_soft tissue,0.0
lineage__meta::lineage_skin,0.0
lineage__meta::lineage_prostate,0.0
lineage__meta::lineage_pleura,0.0
lineage__meta::lineage_pancreas,0.0
lineage__meta::lineage_ovary/fallopian tube,0.0
lineage__meta::lineage_lung,0.0
lineage__meta::lineage_liver,0.0
lineage__meta::lineage_kidney,0.0
lineage__meta::lineage_head and neck,0.0
lineage__meta::lineage_esophagus/stomach,0.0
lineage__meta::lineage_cns/brain,0.0
lineage__meta::lineage_breast,0.0
copy_number__cn::MRPL21 (219927),0.0
lineage__meta::lineage_bone,0.0
lineage__meta::lineage_bladder/urinary tract,0.0
signatures__sig::LoHFraction,0.0
signatures__sig::CIN,0.0
signatures__sig::WGD,0.0
signatures__sig::Ploidy,0.0
signatures__sig::Aneuploidy,0.0
signatures__sig::MSIScore,0.0
expression__expr::UCHL1 (7345),0.0
copy_number__cn::PTEN (5728),0.0
copy_number__cn::BRAF (673),0.0
copy_number__cn::PIK3CA (5290),0.0
copy_number__cn::MET (4233),0.0
copy_number__cn::ERBB3 (2065),0.0
copy_number__cn::OR2T10 (127069),0.0
lineage__meta::lineage_bowel,0.0
copy_number__cn::LCE3B (353143),0.0
copy_number__cn::SMIM38 (107984345),0.0
copy_number__cn::CDKN2B (1030),0.0
copy_number__cn::KRAS (3845),0.0
copy_number__cn::VSTM2A (222008),0.0
copy_number__cn::CDKN2A (1029),0.0
copy_number__cn::LRATD2 (157638),0.0
copy_number__cn::ENSG00000264545,0.0
copy_number__cn::ANO1 (55107),0.0
copy_number__cn::SIRPB1 (10326),0.0
copy_number__cn::FGF3 (2248),0.0
copy_number__cn::ACOT1 (641371),0.0
copy_number__cn::KRTAP9-6 (100507608),0.0
copy_number__cn::FGF4 (2249),0.0
copy_number__cn::IFNE (338376),0.0
copy_number__cn::MYEOV (26579),0.0
copy_number__cn::CCL3L3 (414062),0.0
copy_number__cn::NEUROD2 (4761),0.0
copy_number__cn::EGFR (1956),0.0
copy_number__cn::POU5F1B (5462),0.0
copy_number__cn::FADD (8772),0.0
copy_number__cn::PPP1R1B (84152),0.0
copy_number__cn::LTO1 (220064),0.0
copy_number__cn::CCND1 (595),0.0
copy_number__cn::FGF19 (9965),0.0
copy_number__cn::SEC61G (23480),0.0
copy_number__cn::PGAP3 (93210),0.0
copy_number__cn::MIEN1 (84299),0.0
mutations__mut::hotspot::MET (4233),0.0
mutations__mut::hotspot::EGFR (1956),0.0
copy_number__cn::IKZF3 (22806),0.0
copy_number__cn::PIP4K2C (79837),0.0
copy_number__cn::RASSF8 (11228),0.0
copy_number__cn::MMP27 (64066),0.0
copy_number__cn::B4GALNT1 (2583),0.0
copy_number__cn::MRGPRF (116535),0.0
copy_number__cn::MRGPRD (116512),0.0
copy_number__cn::MMP7 (4316),0.0
copy_number__cn::ENSG00000287908,0.0
copy_number__cn::IGHMBP2 (3508),0.0
copy_number__cn::ENSG00000287725,0.0
copy_number__cn::ARHGEF25 (115557),0.0
copy_number__cn::DTX3 (196403),0.0
copy_number__cn::LCE1D (353134),0.0
copy_number__cn::OS9 (10956),0.0
copy_number__cn::ETFRF1 (144363),0.0
copy_number__cn::YAP1 (10413),0.0
copy_number__cn::ENSG00000268500,0.0
copy_number__cn::DMRTA1 (63951),0.0
copy_number__cn::SIGLEC5 (8778),0.0
copy_number__cn::ZPBP2 (124626),0.0
copy_number__cn::OR4P4 (81300),0.0
copy_number__cn::CDK4 (1019),0.0
copy_number__cn::VOPP1 (81552),0.0
copy_number__cn::LCE3C (353144),0.0
copy_number__cn::PPFIA1 (8500),0.0
copy_number__cn::LANCL2 (55915),0.0
copy_number__cn::AGAP2 (116986),0.0
copy_number__cn::TSPAN31 (6302),0.0
copy_number__cn::MTAP (4507),0.0
copy_number__cn::GSTM1 (2944),0.0
copy_number__cn::BTNL3 (10917),0.0
expression__expr::KRT14 (3861),0.0
expression__expr::COL4A2 (1284),0.0
expression__expr::CD70 (970),0.0
expression__expr::PRSS8 (5652),0.0
expression__expr::PXDN (7837),0.0
expression__expr::COL6A2 (1292),0.0
expression__expr::DKK3 (27122),0.0
expression__expr::SERPINB5 (5268),0.0
expression__expr::FSTL1 (11167),0.0
expression__expr::IL6 (3569),0.0
expression__expr::TSPAN8 (7103),0.0
expression__expr::ITGB4 (3691),0.0
expression__expr::COL5A2 (1290),0.0
expression__expr::TRIM29 (23650),0.0
expression__expr::LDHB (3945),0.0
expression__expr::COL1A1 (1277),0.0
expression__expr::GPNMB (10457),0.0
expression__expr::IGFBP2 (3485),0.0
expression__expr::CPA4 (51200),0.0
expression__expr::TSPAN1 (10103),0.0
expression__expr::C15orf48 (84419),0.0
expression__expr::CST6 (1474),0.0
expression__expr::F3 (2152),0.0
expression__expr::SLC43A3 (29015),0.0
expression__expr::MALL (7851),0.0
expression__expr::KLK6 (5653),0.0
expression__expr::XAGE1B (653067),0.0
expression__expr::SDC2 (6383),0.0
expression__expr::DMKN (93099),0.0
expression__expr::S100A9 (6280),0.0
expression__expr::S100B (6285),0.0
expression__expr::GYPC (2995),0.0
expression__expr::SAA1 (6288),0.0
expression__expr::IFI16 (3428),0.0
expression__expr::PDZK1IP1 (10158),0.0
expression__expr::PLIN2 (123),0.0
expression__expr::S100A1 (6271),0.0
expression__expr::ANKRD1 (27063),0.0
expression__expr::IFITM2 (10581),0.0
expression__expr::TM4SF1 (4071),0.0
expression__expr::SULF2 (55959),0.0
expression__expr::ANPEP (290),0.0
expression__expr::AXL (558),0.0
expression__expr::SMIM22 (440335),0.0
expression__expr::EREG (2069),0.0
expression__expr::CAVIN3 (112464),0.0
expression__expr::COL17A1 (1308),0.0
expression__expr::PLAC8 (51316),0.0
expression__expr::LY6K (54742),0.0
expression__expr::MPZL2 (10205),0.0
expression__expr::LUM (4060),0.0
expression__expr::BEX1 (55859),0.0
expression__expr::IL18 (3606),0.0
expression__expr::PLAT (5327),0.0
expression__expr::COL6A3 (1293),0.0
expression__expr::TPM2 (7169),0.0
expression__expr::GDF15 (9518),0.0
expression__expr::QPRT (23475),0.0
expression__expr::IL32 (9235),0.0
expression__expr::LAMA4 (3910),0.0
expression__expr::APOE (348),0.0
expression__expr::MGST1 (4257),0.0
expression__expr::CTAG2 (30848),0.0
expression__expr::ALDH3A1 (218),0.0
expression__expr::THY1 (7070),0.0
expression__expr::KRT8 (3856),0.0
expression__expr::KRT6A (3853),0.0
expression__expr::RAB25 (57111),0.0
expression__expr::CLDN4 (1364),0.0
expression__expr::SERPINE1 (5054),0.0
expression__expr::EFEMP1 (2202),0.0
expression__expr::RPS4Y1 (6192),0.0
expression__expr::CDKN2A (1029),0.0
expression__expr::ALDH1A1 (216),0.0
expression__expr::NNMT (4837),0.0
expression__expr::C19orf33 (64073),0.0
expression__expr::COL1A2 (1278),0.0
expression__expr::EDIL3 (10085),0.0
lineage__meta::lineage_uterus,0.0
expression__expr::LCN2 (3934),0.0
copy_number__cn::C12orf71 (728858),0.0
copy_number__cn::NRAS (4893),0.0
expression__expr::MAGEA4 (4103),0.0
copy_number__cn::SLC35E3 (55508),0.0
expression__expr::TGFBI (7045),0.0
expression__expr::SPINT2 (10653),0.0
expression__expr::S100A14 (57402),0.0
expression__expr::FN1 (2335),0.0
expression__expr::AGR2 (10551),0.0
expression__expr::FXYD3 (5349),0.0
expression__expr::KRT5 (3852),0.0
expression__expr::KRT7 (3855),0.0
expression__expr::KRT17 (3872),0.0
expression__expr::S100P (6286),0.0
expression__expr::CAV1 (857),0.0
expression__expr::VCAN (1462),0.0
expression__expr::PRAME (23532),0.0
expression__expr::AREG (374),0.0
expression__expr::LOXL2 (4017),0.0
expression__expr::ANXA3 (306),0.0
expression__expr::RBP1 (5947),0.0
expression__expr::COL3A1 (1281),0.0
expression__expr::CCL2 (6347),0.0
expression__expr::CYBA (1535),0.0
expression__expr::C3 (718),0.0
expression__expr::TNC (3371),0.0
expression__expr::PLAU (5328),0.0
expression__expr::CXCL8 (3576),0.0
expression__expr::ALDH1A3 (220),0.0
expression__expr::MMP1 (4312),0.0
expression__expr::CXCL1 (2919),0.0
expression__expr::AKR1C3 (8644),0.0
expression__expr::AKR1C1 (1645),0.0
expression__expr::CD74 (972),0.0
expression__expr::TINAGL1 (64129),0.0
expression__expr::MYL9 (10398),0.0
expression__expr::CD24 (100133941),0.0
expression__expr::ST14 (6768),0.0
expression__expr::GJA1 (2697),0.0
expression__expr::BASP1 (10409),0.0
expression__expr::CRIP1 (1396),0.0
expression__expr::MAGEA6 (4105),0.0
expression__expr::S100A4 (6275),0.0
expression__expr::BST2 (684),0.0
expression__expr::MMP2 (4313),0.0
expression__expr::S100A2 (6273),0.0
mutations__mut::damaging::TP53 (7157),0.0
mutations__mut::hotspot::TP53 (7157),0.0
expression__expr::NRAS (4893),0.0
expression__expr::PTEN (5728),0.0
expression__expr::EGFR (1956),0.0
expression__expr::ERBB2 (2064),0.0
expression__expr::KRAS (3845),0.0
expression__expr::PIK3CA (5290),0.0
expression__expr::MET (4233),0.0
expression__expr::IGFBP6 (3489),0.0
expression__expr::NLRP2 (55655),0.0
expression__expr::PYCARD (29108),0.0
expression__expr::CDH11 (1009),0.0
expression__expr::ERBB3 (2065),0.0
expression__expr::CD44 (960),0.0
expression__expr::PLTP (5360),0.0
expression__expr::LDOC1 (23641),0.0
expression__expr::CCN1 (3491),0.0
expression__expr::PMEL (6490),0.0
expression__expr::CA2 (760),0.0
expression__expr::VAMP8 (8673),0.0
expression__expr::MST1R (4486),0.0
expression__expr::FKBP10 (60681),0.0
expression__expr::SLC2A3 (6515),0.0
expression__expr::PLBD1 (79887),0.0
expression__expr::BCAT1 (586),0.0
expression__expr::SFRP1 (6422),0.0
expression__expr::SNCG (6623),0.0
expression__expr::MME (4311),0.0
expression__expr::CD68 (968),0.0
expression__expr::NT5E (4907),0.0
mutations__mut::damaging::FSIP2 (401024),0.0
mutations__mut::damaging::MUC16 (94025),0.0
mutations__mut::hotspot::CDKN2A (1029),0.0
mutations__mut::damaging::SPAG8 (26206),0.0
mutations__mut::damaging::APC (324),0.0
mutations__mut::hotspot::PTEN (5728),0.0
mutations__mut::damaging::CREBBP (1387),0.0
mutations__mut::hotspot::PIK3CA (5290),0.0
mutations__mut::damaging::NF2 (4771),0.0
mutations__mut::damaging::KMT2C (58508),0.0
mutations__mut::damaging::PDS5B (23047),0.0
mutations__mut::damaging::JAK1 (3716),0.0
mutations__mut::damaging::BCORL1 (63035),0.0
mutations__mut::damaging::RB1 (5925),0.0
mutations__mut::hotspot::BRAF (673),0.0
mutations__mut::damaging::PTEN (5728),0.0
mutations__mut::damaging::EP300 (2033),0.0
mutations__mut::damaging::STK11 (6794),0.0
mutations__mut::damaging::SLK (9748),0.0
mutations__mut::damaging::ACVR2A (92),0.0
mutations__mut::damaging::NF1 (4763),0.0
mutations__mut::damaging::LINC02900 (340073),0.0
mutations__mut::damaging::TGFBR2 (7048),0.0
mutations__mut::damaging::SMAD4 (4089),0.0
mutations__mut::damaging::SPATA22 (84690),0.0
mutations__mut::damaging::TTN (7273),0.0
mutations__mut::damaging::SMARCA4 (6597),0.0
mutations__mut::hotspot::TERT (7015),0.0
mutations__mut::hotspot::KRAS (3845),0.0
mutations__mut::damaging::ARID1A (8289),0.0
mutations__mut::damaging::CDKN2A (1029),0.0
mutations__mut::damaging::KMT2D (8085),0.0
expression__expr::CEACAM6 (4680),0.0
expression__expr::AKR1B1 (231),0.0
expression__expr::HLA-B (3106),0.0
expression__expr::PDLIM4 (8572),0.0
expression__expr::IL1B (3553),0.0
expression__expr::STC2 (8614),0.0
expression__expr::ARHGDIB (397),0.0
expression__expr::SNRPN (6638),0.0
expression__expr::COL8A1 (1295),0.0
expression__expr::RGS4 (5999),0.0
expression__expr::TNFRSF6B (8771),0.0
expression__expr::PI3 (5266),0.0
expression__expr::KYNU (8942),0.0
expression__expr::LOX (4015),0.0
expression__expr::MSLN (10232),0.0
expression__expr::CCN2 (1490),0.0
expression__expr::LAMB3 (3914),0.0
expression__expr::DPYSL3 (1809),0.0
expression__expr::COL12A1 (1303),0.0
expression__expr::TSTD1 (100131187),0.0
expression__expr::FBN1 (2200),0.0
expression__expr::IFI44 (10561),0.0
expression__expr::AQP3 (360),0.0
expression__expr::TFPI (7035),0.0
expression__expr::SCNN1A (6337),0.0
expression__expr::IGFBP5 (3488),0.0
expression__expr::GPRC5A (9052),0.0
expression__expr::PTGES (9536),0.0
expression__expr::CCDC80 (151887),0.0
expression__expr::ASS1 (445),0.0
expression__expr::MEST (4232),0.0
expression__expr::TAGLN (6876),0.0
expression__expr::KLK5 (25818),0.0
expression__expr::TUBB2B (347733),0.0
expression__expr::DDX3Y (8653),0.0
expression__expr::RHOD (29984),0.0
expression__expr::MFAP2 (4237),0.0
expression__expr::PRSS3 (5646),0.0
expression__expr::ABCC3 (8714),0.0
expression__expr::FBLN1 (2192),0.0
expression__expr::COL9A3 (1299),0.0
expression__expr::PTX3 (5806),0.0
expression__expr::PRSS22 (64063),0.0
expression__expr::CDA (978),0.0
expression__expr::ITGB3 (3690),0.0
expression__expr::MGP (4256),0.0
expression__expr::EMP1 (2012),0.0
expression__expr::TNFSF10 (8743),0.0
expression__expr::EIF1AY (9086),0.0
expression__expr::LCP1 (3936),0.0
expression__expr::CADM1 (23705),0.0
expression__expr::ACKR3 (57007),0.0
expression__expr::TUBA1A (7846),0.0
expression__expr::TNS4 (84951),0.0
expression__expr::AP1M2 (10053),0.0
expression__expr::CTHRC1 (115908),0.0
expression__expr::HLA-DRA (3122),0.0
expression__expr::P3H2 (55214),0.0
expression__expr::CXCL5 (6374),0.0
expression__expr::SRPX (8406),0.0
expression__expr::L1CAM (3897),0.0
expression__expr::SERPINA1 (5265),0.0
expression__expr::KLK10 (5655),0.0
